Exchange,Base,Target,Last,Volume,Trust Score,USD Price
Binance,BTC,EUR,74654.83,427.74976,green,86035
CoinEx,BTC,USDT,86110.0,478.58268688,green,86064
Tothemoon,BTC,EUR,74677.71,775.6666158527764,green,86102
Bitstamp by Robinhood,BTC,EUR,74721.0,349.3684207,green,86152
Binance,ETH,BTC,0.03255,26733.5097,green,86056
WEEX,BTC,USDC,86100.5,2905.686389,green,86075
Bullish,BTC,EURCV,74659.199214,281.80688089,green,86072
Bullish,BTC,PYUSD,86059.34999929,257.59855547,green,86072
XT.COM,BTC,USDC,86109.23,199.80834,green,86083
Gemini,BTC,USD,86067.72,473.96112504,green,86068
Bitbank,BTC,JPY,13510010.0,240.8959,green,86178
Coincheck,BTC,JPY,13511280.0,718.30222405,green,86186
Pionex,ETH,BTC,0.032575,22357.1603,green,85990
BitKan,BTC,USDT,86145.81,221.77741,green,86100
LeveX,BTC,USDT,86158.7,184.46995,green,86112
Kraken,XBT,USDC,86078.06,156.84697443,green,86052
Bullish,BTC,EUR,74658.93304212,194.54947623,green,86080
Bybit,ETH,BTC,0.032553,6605.02544,green,86048
itBit,BTC,USD,86123.25,171.03508096,green,86123
Binance,BTC,JPY,13506905.0,321.71409,green,86118
Binance,BNB,BTC,0.009802,15964.216,green,86029
Binance,BTC,TRY,3655024.0,164.53422,green,86046
Binance,SOL,BTC,0.0015008,161520.807,green,86068
MEXC,BTC,USDC,86075.0,364.91285,green,86049
FMFW.io,BTC,USDT,86041.6,605.4904,green,85995
Dex-Trade,BTC,USDT,86160.06,1080.42955679,green,86114
Trubit,BTC,USDT,86092.37,2456.07895,green,86046
Bullish,BTC,USD1,86164.74452219,105.37953825,green,86072
CoinCatch,BTC,USDT,86102.58,83.7685,green,86056
Coinbase Exchange,BTC,USDT,86170.91,149.56577111,green,86133
Coinbase Exchange,BTC,GBP,65784.65,157.01324756,green,86130
Bullish,BTC,AUSD,86076.30063831,96.72453114,green,86072
OrangeX,BTC,USDT,86095.608,1195.4356,green,86053
bitFlyer,BTC,JPY,13503789.0,972.92713216,green,86139
Bitrue,BTC,USDC,86071.04,80.175135,green,86045
OKX,SOL,BTC,0.0015013,66768.2014,green,86088
Gate,BTC,USD1,86086.7,86.805725,green,86033
bitcastle,BTC,USDT,86034.85,262.33948,green,85988
Bullish,BTC,USDCV,86073.023412,58.57336164,green,86063
Bullish,BTC,RLUSD,86082.13286318,66.92231695,green,86053
Toobit,BTC,USDT,86057.81,6464.858823,green,86011
Bullish,BTC,USDG,86130.43670118,56.33741857,green,86063
OKX,ETH,BTC,0.03256,5503.54412,green,86048
Bitget,BTC,EUR,74547.27,50.04526,green,85974
GMO Japan,BTC,JPY,13481546.0,175.81362,green,86020
OKX,SOL,BTC,0.0015028,66745.9409,green,86048
EXMO,BTC,USDT,85950.0,265.20823294,green,85903
Kraken,XBT,GBP,65762.1,58.92846912,green,86124
CoinUp.io,XAUT,BTC,0.047277,29311.06394,green,85988
Pionex,BTC,USDT,85967.11,46636.286543,green,85920
Tothemoon,BTC,USDT,86255.03,966.6097277560284,green,86092
Dex-Trade,BTC,USDC,85940.76,52.94895,green,85915
HashKey Exchange,BTC,HKD,670773.0,44.10388,green,86176
BitTrade,BTC,JPY,13499357.0,80.47460726344833,green,86134
Binance,XRP,BTC,2.386e-05,7062017.4,green,85924
KuCoin,ETH,BTC,0.03255,0.0,green,86101
Bitrue,BTC,USD1,86127.4,73.0397805,green,86088
KCEX,BTC,USDC,85950.41,300.58954,green,85925
Bittime,BTC,USDT,86122.01,32.16933,green,86075
Bullish,BTC,EURAU,74639.761971,28.61873731,green,86063
CoinW,BTC,USDC,85946.61,545.87362,green,85921
Azbit,BTC,USDT,86020.55,27909.0503052,green,85974
BigONE,ETH,BTC,0.032503,33507.34676,green,86225
Hotcoin,BTC,USDT,85962.79,31647.400228153147,green,85916
CoinEx,BTC,USDC,86073.0,32.69991669,green,86047
Azbit,SOL,BTC,0.0015018,24298.2032,green,86074
Bitexlive,BTC,USDT,86117.68,20.39759826516778,green,86071
Gate,BTC,USDC,86069.23,27.824698,green,86043
OKJ,BTC,JPY,13482358.0,79.138245,green,86025
Coinbase Exchange,ETH,BTC,0.03255,1594.00094443,green,86069
Kraken,XBT,CHF,69472.7,119.94114268,green,86077
GroveX,BTC,USDC,85935.01,165.5760603,green,85909
Dexalot,BTC,USDC,86014.4,16.36278421,green,85989
PointPay,BTC,USDT,86082.03,610.3168215,green,86035
BTCBOX,BTC,JPY,13497824.0,19.82349,green,86124
Binance,BCH,BTC,0.006312,4128.054,green,86064
WhiteBIT,BTC,EUR,74622.92,177.712364,green,86121
Bitcointry,BTC,USDT,85977.4,17.4513,green,85931
BitStorage,BTC,USDT,85971.0,109.17315,green,85924
CEX.IO,BTC,USD,85980.1,54.65856691,green,85980
XT.COM,SOL,BTC,0.0015025,16143.449,green,86101
PointPay,BTC,USDR,86085.46,13.38029008,green,86029
Bitget,SOL,BTC,0.0015005,15062.18,green,86015
Nami Exchange,BTC,USDT,86144.62,7.404507369999999,green,86098
Deribit Spot,BTC,USDC,86091.0,53.9568,green,86065
Bybit,SOL,BTC,0.0015024,11753.8794,green,86109
Paribu,BTC,USDT,85999.73,127.163818,green,85953
BingX,ETH,BTC,0.032551,367.7581,green,86098
Biconomy.com,BTC,USD1,86080.01,94.9365,green,85982
Paribu,BTC,TRY,3651793.0,149.953529,green,86033
BIT,BTC,USDT,86122.0,75.20188958441513,green,86148
Binance,ZEC,BTC,0.0062352,7821.328,green,85924
CoinTR,BTC,TRY,3649507.0,86.99392,green,85979
Bitstamp by Robinhood,BTC,USDT,86112.0,8.4486769,green,86058
MEXC,ETH,BTC,0.032542,1491.355,green,86122
Deribit Spot,BTC,USDE,86119.0,6.4382,green,86133
MEXC,WBTC,BTC,0.999,14.03326,green,86064
GroveX,BTC,USD1,86069.18,139.53919,green,86097
Toobit,BTC,USDC,86031.47,1376.70517,green,86006
1DEX,BTC,USDT,86080.015001,158.34762529,green,86000
KuCoin,XMR,BTC,0.004506,0.0,green,85476
Coinbase Exchange,SOL,BTC,0.0015005,4658.343,green,86069
Pionex,BCH,BTC,0.006314,4161.2545,green,86028
Binance,BTC,EURI,74710.0,9.28154,green,85992
QMall,BTC,USDC,85940.77,121.9084669,green,85915
CoinCatch,BTC,USDC,85921.2,45.8111,green,85895
CoinTR,BTC,USDT,85978.73,43.71357,green,85932
Bitstamp by Robinhood,BTC,GBP,65692.0,18.6522238,green,86091
zondacrypto,BTC,USDC,86000.0,4.32518347,green,85974
EarnBIT,BTC,USDT,85962.79,3.96614086,green,85916
Bybit,XRP,BTC,2.386e-05,760110.84,green,86109
Tothemoon,ETH,BTC,0.032552,1968.61920931,green,86092
Bitso,BTC,USDT,85930.0,10.22836601,green,85913
PointPay,BTC,USDC,86062.95,70.5257416,green,86037
Binance,PAXG,BTC,0.0473,143.3694,green,85977
PointPay,BTC,USDQ,86082.03,11.72877541,green,86026
Bitstamp by Robinhood,XRP,BTC,2.386e-05,571834.6014964,green,85961
BTCMarkets,BTC,AUD,133564.28,36.88253762,green,86150
Bybit EU,BTC,USDC,85945.0,68.318265,green,85919
EarnBIT,BTC,USDG,85962.79,3.58797033,green,85919
Bitso,BTC,USD,86161.0,10.14702385,green,86161
QMall,ETH,BTC,0.03255325,867.6007885,green,86033
Deribit Spot,BTC,USDT,86104.0,17.5377,green,86057
Nonkyc.io,BTC,USDT,86110.29,119.4335,green,86064
Icrypex,BTC,USDT,86223.0,86.66226063,green,86042
EarnBIT,BTC,USDR,85962.79,3.57059897,green,85919
BitMart,LINK,BTC,0.00014474893,21678.54,green,86136
Gate,BNB,BTC,0.009802,1084.65,green,86034
Kraken,PAXG,XBT,0.047319,307.68270619,green,86100
Binance,AVAX,BTC,0.000155,89721.14,green,86039
Binance,LINK,BTC,0.0001448,99129.21,green,85924
Binance,AAVE,BTC,0.00199,5479.166,green,86105
HTX,ETH,BTC,0.032548,214.94,green,85832
Gate,BDX,BTC,9.0901e-07,4591443.0,green,86043
Independent Reserve,XBT,AUD,133665.99,17.598790486666665,green,86215
FMFW.io,CHZ,BTC,3.209e-07,254870251.0,green,85997
Emirex,BTC,USDT,85969.71,12.36665,green,85923
EarnBIT,ETH,BTC,0.03256,167.2304344,green,86042
MEXC,XRP,BTC,2.3844e-05,1170549.16,green,86064
OKX,BTC,AUD,133500.0,8.089647,green,86167
Gate,ETH,BTC,0.032553,93.8894,green,86034
Hotcoin,BTC,USDC,85932.69,2228.87718,green,85907
Tothemoon,BNB,BTC,0.0098027,960.41054261,green,86092
Bitstamp by Robinhood,ETH,BTC,0.03250935,154.75765988,green,85961
SAFEbit,BTC,USDT,86075.44,34.89874708,green,86029
Azbit,DASH,BTC,0.000652,33667.0826,green,86074
SAFEbit,BTC,TRY,3653961.6,40.12967021,green,86084
CoinW,ETH,BTC,0.03256,393.3077,green,85989
Emirex,BTC,USDC,85964.59,11.64808,green,85939
XT.COM,BCH,BTC,0.006314,2064.711,green,86048
Binance,BTC,DAI,86043.2,2.04991,green,86035
Binance,SUI,BTC,1.585e-05,421219.7,green,86034
Gemini,ETH,BTC,0.03255,85.677008,green,86096
Kanga,BTC,USDT,86101.44,0.0,green,86055
MEXC,BTC,USD1,86226.43,12.45222,green,86129
BigONE,LTC,BTC,0.00097,80849.61,green,86225
EXMO,BTC,EUR,74780.7,58.92168397,green,86244
HTX,BTC,USDD,85963.71,14.872876,green,85914
Binance,DOT,BTC,2.618e-05,246737.92,green,86034
XT.COM,ETH,BTC,0.03256,540.881,green,86048
RUJI Trade,ETH,BTC,0.0325622,2750.33987611,green,86042
XT.COM,BTC,XTUSD,85957.18,10.651368,green,85863
Binance,LTC,BTC,0.000968,8197.985,green,85924
Pionex,ADA,BTC,4.73e-06,4134452.54,green,86028
Dex-Trade,SOL,BTC,0.0015026,6501.9,green,86042
Binance US,BTC,USD,85923.97,17.597954047031347,green,85924
MEXC,LTC,BTC,0.0009684,14623.225,green,86064
KuCoin,ZEC,BTC,0.0062391,0.0,green,86042
Trubit,BTC,USDC,86137.57,35.74872,green,86112
HTX,BTC,USD1,86127.08,25.835374,green,86173
Dex-Trade,BNB,BTC,0.009808,609.0,green,86108
Binance,TAO,BTC,0.003272,1384.1713,green,86034
MEXC,BTC,USDE,86299.78,23.83433,green,86295
XT.COM,XRP,BTC,2.386e-05,704769.0,green,86015
bitcastle,BTC,USDC,86060.28,7.804588,green,86034
NovaDAX,BTC,USDT,85970.98,26.744216,green,85924
Binance,NEAR,BTC,2.135e-05,148012.4,green,86034
Binance,ADA,BTC,4.73e-06,2796661.4,green,86034
MEXC,MX,BTC,2.509e-05,949963.26,green,86064
Biconomy.com,BTC,USDR,86113.51,2.2188,green,86082
KuCoin,BNB,BTC,0.0098036,0.0,green,86101
MEXC,BTC,EUR,74665.93,23.58611,green,86177
tanX,BTC,USDT,86124.93,21.8264,green,86078
QMall,WBTC,BTC,0.9986,12.3811446,green,86033
P2B,BDX,BTC,9.125e-07,18982252.0,green,86106
KuCoin,KCS,BTC,0.0001329,0.0,green,86042
Bitso,BTC,BRL,466110.0,1.76487142,green,86274
KuCoin,XRP,BTC,2.386e-05,0.0,green,86114
Binance US,BTC,USDT,86198.19,12.29787652736676,green,86138
Bitazza,BTC,THB,2793155.01,3.96109,green,85975
Tothemoon,XRP,BTC,2.3861e-05,317880.721605,green,86092
Bitrue,BNB,BTC,0.009804,406.7655,green,86030
BIT,ETH,BTC,0.0325,549.5238972307692,green,86174
tanX,BTC,USDC,86100.92,22.8982,green,86075
Binance,BTC,MXN,1593320.0,2.268645,green,86388
KuCoin,BDX,BTC,9.12e-07,0.0,green,86042
Kanga,BTC,PLN,316155.77,0.0,green,86134
Binance,CAKE,BTC,2.707e-05,359340.93,green,86034
Bitazza,BTC,USDT,86188.96,7.97962,green,86142
MEXC,DASH,BTC,0.0006508,25652.061,green,86064
Binance,UNI,BTC,7.17e-05,88845.61,green,86034
CoinEx,BDX,BTC,9.125e-07,12402230.98933966,green,86018
Tothemoon,SOL,BTC,0.0015001,1648.982785,green,86092
BitStorage,ETH,BTC,0.03254,276.213,green,86042
Binance,ETC,BTC,0.0001582,14659.86,green,86005
Binance,DASH,BTC,0.0006509,8581.568,green,86009
Biconomy.com,XAUT,BTC,0.047165,176.92251,green,86034
KuCoin,ATOM,BTC,2.843e-05,0.0,green,86042
PointPay,BTC,USDG,86085.46,5.73604875,green,86042
XT.COM,ZEC,BTC,0.0062352,784.2,green,86048
Dex-Trade,XRP,BTC,2.388e-05,307008.0,green,86042
KuCoin,LTC,BTC,0.00097,0.0,green,86042
Binance,WLD,BTC,7.02e-06,581490.3,green,86014
Binance,NEXO,BTC,1.087e-05,805172.38,green,86034
LBank,BTC,USD1,86166.14,2.4665,green,86101
Binance US,BTC,USDC,85977.94,4.542409021668814,green,86004
Coinbase Exchange,LINK,BTC,0.0001448,10331.81,green,86069
MEXC,BCH,BTC,0.006314,1083.316,green,86064
KuCoin,TRX,BTC,3.214e-06,0.0,green,86067
Coinbase Exchange,AAVE,BTC,0.001998,1257.911,green,86069
Coins.ph,BTC,USDT,86115.27,2.7186292,green,86069
EXMO,BTC,DAI,86047.32,4.42758469,green,86039
XT.COM,BTC,USDQ,85932.53,5.20157,green,85791
Orbix,BTC,THB,2793932.3,1.08849,green,85935
Binance,BAT,BTC,2.37e-06,4087649.0,green,85776
XT.COM,XT,BTC,5.6348e-05,79228.9,green,86101
Azbit,BCH,BTC,0.006322,510.3278,green,86015
XT.COM,BTC,USDR,86005.11,3.60665,green,85889
Binance,AXS,BTC,1.261e-05,79121.55,green,86034
OKX,BTC,TRY,3647177.0,2.278448807,green,85983
WhiteBIT,CHZ,BTC,3.211e-07,7154377.0,green,85973
EarnBIT,BCH,BTC,0.006314,109.32678,green,86101
Azbit,PAXG,BTC,0.04722,14.65417,green,86093
Hotcoin,ETH,BTC,0.03256,50.2554,green,86034
LBank,BTC,DAI,86085.0,1.7416,green,86076
BitMart,BMX,BTC,5.832e-06,2405890.0,green,86044
XT.COM,LINK,BTC,0.0001448,25774.76,green,86048
KuCoin,XLM,BTC,2.823e-06,0.0,green,86042
Binance,ICP,BTC,4.66e-05,73668.92,green,86034
bitcastle,BCH,BTC,0.006313,379.3711,green,86015
zondacrypto,BTC,PLN,316798.0,6.62706907,green,86309
Coinbase Exchange,XLM,BTC,2.81e-06,2073847.0,green,86069
Azbit,YFI,BTC,0.0468,77.72857,green,86074
Coinbase Exchange,MKR,BTC,0.0118,894.007283,green,86101
BitMart,BTC,DAI,86043.19,3.8571,green,86035
LCX Exchange,BTC,EUR,74537.64,4.47512995,green,85963
Coinbase Exchange,AVAX,BTC,0.000155,9743.566,green,86051
Bitstamp by Robinhood,LTC,BTC,0.00096523,1732.52950226,green,85961
BitMart,SOL,BTC,0.0015013,11383.9736,green,86047
Coinbase Exchange,FIL,BTC,1.859e-05,222525.802,green,86101
Binance,LPT,BTC,4.59e-05,63413.31,green,86042
bitcastle,ETH,BTC,0.03256,64.2166,green,86075
KuCoin,BTC,EUR,74518.04,0.0,green,86006
Binance,INJ,BTC,6.32e-05,27580.11,green,86034
Azbit,CAKE,BTC,2.71e-05,182066.821,green,86005
Tothemoon,LTC,BTC,0.0009676,2786.93681271,green,86092
Nonkyc.io,BTC,USDC,86065.44,9.4876,green,86040
Kanga,BTC,USDC,86073.18,0.0,green,85907
Binance,BERA,BTC,1.161e-05,62092.561,green,86015
Metal X,BTC,XMD,86026.0,2.91704788,green,85786
HTX,XRP,BTC,2.38e-05,52239.246653657305,green,86061
Binance,APT,BTC,2.609e-05,39722.06,green,86042
Zaif,BTC,JPY,13512505.0,2.5422,green,86217
Gate,DOGE,BTC,1.686e-06,1013310.6,green,86034
Trubit,BTC,BRL,465355.0,12.07058,green,86191
Upbit,RESOLV,BTC,1.53e-06,4083208.56630812,green,86288
Binance,CRV,BTC,4.5e-06,788766.9,green,86034
Binance,NMR,BTC,0.0001293,5318.36,green,86034
Tothemoon,DOGE,BTC,1.6814e-06,1390144.8271,green,86092
BitMart,XMR,BTC,0.004489,3496.638,green,86042
WhiteBIT,1INCH,BTC,2.2146e-06,1002460.0,green,86032
Coinbase Exchange,DASH,BTC,0.000651,1949.23686939,green,86051
Coinbase Exchange,COMP,BTC,0.000331,7247.071,green,86101
CoinEx,DOGE,BTC,1.6808e-06,2271005.08863349,green,86047
Binance,TON,BTC,1.702e-05,74258.78,green,86042
AscendEX (BitMax),SOL,BTC,0.0015008,5261.62,green,85783
Binance,FET,BTC,3.16e-06,629687.6,green,85987
Gate,LTC,BTC,0.0009687,687.5247,green,86034
Binance,XVS,BTC,4.8e-05,30654.64,green,86034
Coinbase Exchange,BCH,BTC,0.006346,76.4568831,green,85925
CoinEx,ETH,BTC,0.03255882,57.40567542,green,86037
MEXC,QTUM,BTC,1.761e-05,172441.65,green,86064
Binance,ZEN,BTC,0.00014192,7154.36,green,86034
WhiteBIT,SAND,BTC,1.74e-06,986888.0,green,85829
HTX,SOL,BTC,0.00149817,688.0453459825321,green,86061
Dex-Trade,BCH,BTC,0.00631,177.11,green,86042
CoinEx,BCH,BTC,0.0063145,422.06907731,green,86018
XT.COM,ETC,BTC,0.0001579,7454.96,green,86056
MEXC,A,BTC,2.388e-06,938487.0,green,85934
Gate,CRV,BTC,4.495e-06,298345.931,green,86034
Coinbase Exchange,DOT,BTC,2.62e-05,81639.868,green,86069
WhiteBIT,LDO,BTC,7.44e-06,303449.35,green,86500
Binance,XTZ,BTC,5.62e-06,131892.7,green,85924
BitMart,LTC,BTC,0.00096802,2152.662,green,85835
KuCoin,VSYS,BTC,3.72e-09,0.0,green,86067
Tothemoon,XLM,BTC,2.817e-06,537544.4966084972,green,85959
WhiteBIT,SUSHI,BTC,4.671e-06,279577.1,green,85829
BIT,BCH,BTC,0.00633,126.35627172195892,green,85771
CoinEx,LTC,BTC,0.00096727,1376.3757357,green,85874
Coinbase Exchange,BAT,BTC,2.35e-06,1811904.97,green,86042
RUJI Trade,BTC,USDC,85878.73285863167,4.07684135,green,85853
Binance,RENDER,BTC,1.972e-05,22940.51,green,86042
CoinEx,DESO,BTC,7.626e-05,880.8364613,green,86127
Coinbase Exchange,ALGO,BTC,1.62e-06,1717268.0,green,86101
MEXC,NEO,BTC,4.786e-05,30169.037,green,85887
OKX,OKB,BTC,0.001199,1337.4643,green,86088
WhiteBIT,NOM,BTC,1.346e-07,12493540.0,green,85933
CoinEx,XYM,BTC,5.3291e-08,929249.6,green,86036
Coinbase Exchange,ICP,BTC,4.66e-05,18333.7515,green,86042
Bitfinex,XMR,BTC,0.0044771,877.72095906,green,86210
Gate,DOT,BTC,2.616e-05,29024.47,green,86034
CoinEx,ZEC,BTC,0.00623081,379.38991382,green,86018
CoinEx,SOL,BTC,0.00150033,1022.71954937,green,86036
Gate,XLM,BTC,2.826e-06,203910.84,green,86034
XT.COM,LTC,BTC,0.000968,1229.005,green,86056
KuCoin,BCH,BTC,0.006309,0.0,green,86067
KuCoin,DASH,BTC,0.0006506,0.0,green,86067
KuCoin,AAVE,BTC,0.001997,0.0,green,86067
Gate,ATOM,BTC,2.838e-05,18722.088,green,86034
Crypto.com Exchange,CRO,BTC,1.2319e-06,1021979.0,green,86101
CoinEx,HTR,BTC,2.16596e-07,176144.56,green,86036
Binance,LSK,BTC,2.06e-06,863125.9,green,86015
P2B,BCH,BTC,0.00632,156.907,green,86015
bitcastle,LINK,BTC,0.0001449,8304.77,green,86119
Crypto.com Exchange,ALGO,BTC,1.628e-06,497541.0,green,86101
Binance,SNX,BTC,6.51e-06,221902.4,green,86034
Nonkyc.io,BDX,BTC,9.209e-07,380277.9315,green,86090
Binance,WIF,BTC,3.93e-06,158089.26,green,86015
Dex-Trade,DOT,BTC,2.615e-05,25774.0,green,86042
Binance,CTK,BTC,2.86e-06,713126.4,green,86177
KuCoin,HBAR,BTC,1.679e-06,0.0,green,86067
CoinEx,STRK,BTC,1.6268e-06,26647.63633743,green,85881
Binance,SEI,BTC,1.54e-06,969919.4,green,86078
BitStorage,XRP,BTC,2.383e-05,63598.0,green,85911
Binance,XNO,BTC,1.008e-05,101236.18,green,86034
XT.COM,NEAR,BTC,2.13e-05,37017.6,green,86056
Dex-Trade,AAVE,BTC,0.001983,255.16,green,86042
CoinEx,AZERO,BTC,1.43385e-07,177818.1,green,85881
Nonkyc.io,NKYC,BTC,0.00012635,3711.8335,green,86009
Cryptal,XRP,BTC,2.382e-05,29559.2,green,86092
LCX Exchange,BTC,USDC,85949.5,2.34172993,green,85924
Crypto.com Exchange,BCH,BTC,0.0063569,73.7446,green,86101
Nonkyc.io,LTC,BTC,0.0009674,734.504,green,85974
P2B,BAT,BTC,2.37e-06,802122.0,green,86015
CoinEx,HMND,BTC,8.8808e-08,855506.31,green,85881
Bitfinex,ZEC,BTC,0.006214,319.02775654,green,86210
CoinEx,NTRN,BTC,4.967e-07,93234.50271152,green,85881
CoinEx,XRP,BTC,2.38049e-05,31043.3088147,green,85874
P2B,ECTE,BTC,8.18e-07,1285583.0,green,85952
WhiteBIT,STRK,BTC,1.59e-06,831265.79,green,86594
Gate,ASTR,BTC,1.442e-07,2488971.543,green,86034
Gate,NEO,BTC,4.784e-05,4155.079,green,86034
Binance,PYR,BTC,7.16e-06,113708.543,green,86034
Bitrue,BTR,BTC,3.028e-07,5154596.475,green,86043
BitMart,ATOM,BTC,2.831e-05,54192.02,green,86096
Gate,GT,BTC,0.00011548,4266.874,green,86034
KuCoin,CRO,BTC,1.232e-06,0.0,green,86067
MEXC,DEXE,BTC,5.15e-05,11928.66,green,85921
Coinbase Exchange,DOGE,BTC,1.68e-06,472969.7,green,86051
Nonkyc.io,ARRR,BTC,4.385e-06,124683.494,green,86009
Dex-Trade,QTUM,BTC,1.764e-05,66289.0,green,86042
DigiFinex,VINCI,BTC,0.00012414,22460.0,green,86034
XT.COM,DOGE,BTC,1.68e-06,1111562.0,green,86056
CoinEx,BNB,BTC,0.0097995,69.0062526,green,86047
Binance,AUCTION,BTC,6.27e-05,3926.47,green,86034
WhiteBIT,ALGO,BTC,1.6221e-06,502823.0,green,85829
Hibt,USDR,BTC,1.1598e-05,51820.02750000001,green,85980
Binance,ME,BTC,4.22e-06,79497.13,green,86015
Gate,PIXEL,BTC,1.514e-07,2732482.06,green,86093
INEX,BTC,USDT,86160.04,0.43014992,green,86113
Upbit,PUFFER,BTC,7.2e-07,2796190.86712768,green,86229
WhiteBIT,ARKM,BTC,2.734e-06,166877.0,green,85829
XT.COM,ADA,BTC,4.72e-06,145551.5,green,86056
Upbit,ARPA,BTC,1.7e-07,35767258.42934693,green,86288
Binance,PENDLE,BTC,2.571e-05,11404.3,green,86145
Upbit,NMR,BTC,0.00012811,5776.01772794,green,86288
CoinEx,TRX,BTC,3.2207e-06,158301.58873932,green,85874
KuCoin,FET,BTC,3.16e-06,0.0,green,86067
Binance,1INCH,BTC,2.2e-06,464112.3,green,86034
WhiteBIT,SAGA,BTC,9.96e-07,1084601.4,green,85829
Binance,SUPER,BTC,2.29e-06,495491.0,green,86034
Gate,WAVES,BTC,7.531e-06,70617.009,green,86034
WhiteBIT,AXS,BTC,1.264e-05,51450.77,green,85829
Hibt,USDQ,BTC,1.1641e-05,32030.12999999996,green,85980
Binance,ORDI,BTC,4.503e-05,13994.01,green,86015
MEXC,ONT,BTC,8.302e-07,620295.83,green,85921
EarnBIT,LTC,BTC,0.000969,139.55672,green,86101
Binance,PIVX,BTC,2.42e-06,399390.0,green,86034
WhiteBIT,ETHFI,BTC,8.01e-06,108962.7,green,85829
Coinbase Exchange,ATOM,BTC,2.84e-05,21193.8,green,86029
Gate,SOLO,BTC,2.096e-06,285966.236,green,86034
P2B,USDQ,BTC,1.164e-05,17111.4,green,85952
CoinEx,XMR,BTC,0.00447263,204.87405186,green,85874
Binance,PHB,BTC,3.78e-06,148465.4,green,85924
