Exchange,Base,Target,Last,Volume,Trust Score,USD Price
HashKey Global,BTC,USDT,86221.7,0.15663,,86175
Changelly PRO,XRP,BTC,2.3788e-05,1.0,,85908
Independent Reserve,XBT,SGD,111785.78,17.318655186666668,,85676
Binance,BTC,MXN,1593320.0,2.268645,,86300
BitMEX,XBT,USDT,86504.5,4.35385,,86459
Bitso,BTC,MXN,1590950.0,7.69123087,,86172
EXMO,BTC,EUR,74766.01,58.80951993,,86267
EXMO,BTC,USD,90716.0,99.79974189,,90716
EXMO,BTC,USDC,86024.81,3.87218378,,91165
WhiteBIT,BTC,GBP,68498.28,12.017732,,89713
Gemini,BTC,EUR,74109.85,3.32279419,,85510
MEXC,BTC,EUR,74686.39,23.68431,,86175
CoinJar Exchange,BTC,USDC,86050.0,0.42784786,,86024
Upbit,BTC,USDT,85852.65,9.97713894,,85807
Independent Reserve,XBT,NZD,152716.16,17.652605423333334,,85584
Luno,ETH,XBT,0.03255,51.34,,86675
EXMO,BTC,UAH,3833615.93,106.13497435,,90676
CEX.IO,BTC,GBP,65698.0,0.13140396,,86040
EXMO,ETH,BTC,0.03261,697.44171175,,90720
Bitget,BTC,BRL,466426.0,2.18217,,86329
INX One,BTC,USD,86783.89,1.51752824,,86784
VALR,BTC,USDC,86026.0,1.07724388,,86000
Binance,BTC,PLN,316594.0,3.36502,,86275
MEXC,BTC,BRL,467188.4,11.97529,,86470
CoinEx,ERG,BTC,6.9916e-06,75744.62751151,,85983
Binance US,BTC,USDT,85850.54,12.34794663084938,,85782
WhiteBIT,ADA,BTC,4.725e-06,778879.0,,86500
BitoPro,BTC,USDT,85882.83,4.47973062,,85837
CoinJar Exchange,BTC,USD,87140.0,2.16227694,,87140
Bitlo,BTC,TRY,3655093.0,1.459038,,86177
Bitfinex,XMR,BTC,0.0044886,878.17096125,,86194
YoBit,ETC,BTC,0.00015921,632421.97601514,,86180
One Trading,BTC,EUR,74990.23,2.6095391359647784,,86525
HTX,BTC,USDC,85858.0,2.1850851238372195,,85832
Coins.ph,BTC,PHP,5089040.2,5.1181144,,86382
CoinJar Exchange,BTC,USDT,87000.0,0.38696343,,86953
CoinDCX,BTC,INR,8147378.0,0.0,,91362
Binance,WLD,BTC,7.01e-06,581909.2,,86137
Binance,BTC,ARS,129439642.0,0.6242,,90878
zondacrypto,BTC,PLN,316798.0,6.63146487,,86342
WhiteBIT,BTC,USDR,86361.41,2.94179,,86500
EXMO,XRP,BTC,2.388e-05,169451.9407746,,90720
Zaif,BTC,JPY,13512505.0,2.5422,,86222
OKX,BTC,BRL,466300.0,1.24862695,,86294
Trubit,BTC,ARS,129414859.0,6.33113489,,90861
Coins.ph,BTC,USDC,86112.5,1.2383089,,86087
WhiteBIT,NEAR,BTC,2.141e-05,122237.18,,86500
Indodax,BTC,USDT,86300.0,1.054908,,86253
One Trading,BTC,USDC,85924.71,0.38306396378876345,,85899
AscendEX (BitMax),SOL,BTC,0.0015006,5255.98,,86439
WhiteBIT,DOT,BTC,2.622e-05,65513.3,,86594
Binance,SAGA,BTC,1e-06,7803349.7,,85674
WhiteBIT,APT,BTC,2.617e-05,85164.23,,86500
EXMO,DOGE,BTC,1.68e-06,2293362.91829561,,90716
AscendEX (BitMax),ETH,BTC,0.032466,191.964,,86439
Bit2Me,BTC,EURR,75947.0,0.18953489,,86101
CoinJar Exchange,SOL,BTC,0.00152,18.6,,87140
Bybit EU,BTC,EUR,74636.8,6.65863,,86118
CoinJar Exchange,XRP,BTC,2.381e-05,16899.729277,,85452
EXMO,BTC,USDQ,86296.0,3.37710182,,90720
CoinEx,XCH,BTC,7.107e-05,864.68370161,,86036
EXMO,BTC,USDR,86355.0,3.1739577,,90716
Kanga,BTC,EUR,75026.79,0.0,,86568
Bitget,BTC,WUSD,86112.46,0.656259,,85981
EXMO,DASH,BTC,0.00064814,11308.7359514,,90716
Bitfinex,BTC,GBP,65767.0,0.01696369,,86120
Kraken,XBT,USDQ,87356.8,0.00177478,,86007
EXMO,BTC,PLN,311294.9,16.70191426,,84843
HitBTC,ICP,BTC,4.75e-05,2047.7186,,85949
EXMO,TRX,BTC,3.2e-06,635159.343025,,90720
Bybit,BTC,BRL,465841.0,0.81169,,86209
CoinJar Exchange,BTC,EUR,75510.0,0.006,,87040
bitFlyer,ETH,BTC,0.03251,14.8860001,,87429
INX One,BTC,USDC,86712.14,0.01577422,,86686
EXMO,TON,BTC,1.729e-05,847284.60974509,,90716
MEXC,BTC,USDF,86279.55,0.64583,,85852
Bitget,BTC,USD1,85825.81,0.142726,,85981
TokoCrypto,ICP,BTC,4.7e-05,42.700212765957446,,86948
Cryptal,BTC,USDT,86133.39,0.891785,,85866
EXMO,BTC,GBP,66259.43,6.53928677,,86781
EXMO,SOL,BTC,0.00150841,2174.62847865,,90716
EXMO,ZRX,BTC,1.79e-06,1099275.28970391,,90720
EXMO,ADA,BTC,4.75e-06,203101.59967641,,90720
EXMO,LINK,BTC,0.0001447,8629.4714554,,90720
Trubit,ETH,BTC,0.032704,63.622,,85908
Bitso,BTC,ARS,128588200.0,0.29781005,,90262
Bitfinex,DOGE,BTC,1.67e-06,8483.52071343,,85977
Nonkyc.io,ETH,BTC,0.032523,8.022,,86009
Upbit,SHELL,BTC,7.4e-07,1675755.0010312,,86164
YoBit,BCHABC,BTC,0.00013045,26427.51546,,87198
bitFlyer,BTC,EUR,74518.93,0.2617891,,85969
Bithumb,SUI,BTC,1.595e-05,106930.07407626,,86631
